time,event_type,vehicle_id,node,battery,status,assigned_task,task_load,target_station,total_distance,total_score
22,step,3,4084631494,100.1082,moving_to_depot,,0.0,,19.8918,90.9649
22,step,4,1347774990,109.9594,idle,,0.0,,10.0406,96.3878
22,step,5,1347774990,120.0,idle,,0.0,,0.0,0.0
22,step,6,1347774990,120.0,idle,,0.0,,0.0,0.0
22,step,7,1347774990,120.0,idle,,0.0,,0.0,0.0
22,step,8,1347774990,120.0,idle,,0.0,,0.0,0.0
22,step,9,1347774990,120.0,idle,,0.0,,0.0,0.0
23,dispatch,1,1347774990,108.1746,moving_to_task,6,24.5,,11.8254,95.8524
23,step,0,4084863367,96.2982,moving_to_task,4,26.11,,23.7018,93.0395
23,step,1,4857888790,106.6746,moving_to_task,6,24.5,,13.3254,95.8524
23,step,2,1995745281,98.7121,moving_to_depot,,0.0,,21.2879,91.0273
23,step,3,4094974266,98.6082,moving_to_depot,,0.0,,21.3918,90.9649
23,step,4,1347774990,109.9594,idle,,0.0,,10.0406,96.3878
23,step,5,1347774990,120.0,idle,,0.0,,0.0,0.0
23,step,6,1347774990,120.0,idle,,0.0,,0.0,0.0
23,step,7,1347774990,120.0,idle,,0.0,,0.0,0.0
23,step,8,1347774990,120.0,idle,,0.0,,0.0,0.0
23,step,9,1347774990,120.0,idle,,0.0,,0.0,0.0
24,step,0,3135107684,94.7982,moving_to_task,4,26.11,,25.2018,93.0395
24,step,1,4464272153,105.1746,moving_to_task,6,24.5,,14.8254,95.8524
24,step,2,4084703045,97.2121,moving_to_depot,,0.0,,22.7879,91.0273
24,step,3,4084644934,97.1082,moving_to_depot,,0.0,,22.8918,90.9649
24,step,4,1347774990,109.9594,idle,,0.0,,10.0406,96.3878
24,step,5,1347774990,120.0,idle,,0.0,,0.0,0.0
24,step,6,1347774990,120.0,idle,,0.0,,0.0,0.0
24,step,7,1347774990,120.0,idle,,0.0,,0.0,0.0
24,step,8,1347774990,120.0,idle,,0.0,,0.0,0.0
24,step,9,1347774990,120.0,idle,,0.0,,0.0,0.0
25,dispatch,4,1347774990,109.9594,moving_to_task,5,7.88,,10.0406,96.3878
25,step,0,2540604018,93.2982,moving_to_task,4,26.11,,26.7018,93.0395
25,step,1,1209269876,103.6746,moving_to_task,6,24.5,,16.3254,95.8524
25,step,2,4084683778,95.7121,moving_to_depot,,0.0,,24.2879,91.0273
25,step,3,8356784104,95.6082,moving_to_depot,,0.0,,24.3918,90.9649
